,excluded_column,imbalanced_approach,imbalanced_input,scaler,learning_rate_init,alpha,batch_size,hidden_layer_sizes,activation,solver,prediction_threshold,duration,f1_score
1134,none,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",relu,adam,0.88,5.0,61.0
1135,none,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",relu,sgd,0.8400000000000001,21.0,71.0
1136,none,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",relu,lbfgs,0.89,4.0,60.0
1137,none,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",tanh,adam,0.86,6.0,52.0
1138,none,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",tanh,sgd,0.85,17.0,73.0
1139,none,class_weights,1.5,power,0.01,0.01,16,"(16, 8)",tanh,lbfgs,0.52,7.0,52.0
1140,none,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",relu,adam,0.89,2.0,57.0
1141,none,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",relu,sgd,0.89,5.0,61.0
1142,none,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",relu,lbfgs,0.89,4.0,60.0
1143,none,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",tanh,adam,0.89,3.0,52.0
1144,none,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",tanh,sgd,0.89,5.0,41.0
1145,none,class_weights,1.5,power,0.01,0.01,64,"(16, 8)",tanh,lbfgs,0.52,7.0,52.0
1146,none,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",relu,adam,0.89,1.0,53.0
1147,none,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",relu,sgd,0.87,2.0,65.0
1148,none,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",relu,lbfgs,0.89,4.0,60.0
1149,none,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",tanh,adam,0.89,1.0,54.0
1150,none,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",tanh,sgd,0.89,3.0,50.0
1151,none,class_weights,1.5,power,0.01,0.01,256,"(16, 8)",tanh,lbfgs,0.52,7.0,52.0
1152,none,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",relu,adam,0.87,16.0,71.0
1153,none,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",relu,sgd,0.88,32.0,67.0
1154,none,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",relu,lbfgs,0.05,89.0,63.0
1155,none,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",tanh,adam,0.89,15.0,55.0
1156,none,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",tanh,sgd,0.87,38.0,66.0
1157,none,class_weights,1.5,power,0.001,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,45.0,59.0
1158,none,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",relu,adam,0.88,5.0,67.0
1159,none,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",relu,sgd,0.86,17.0,67.0
1160,none,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",relu,lbfgs,0.05,89.0,63.0
1161,none,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",tanh,adam,0.87,9.0,63.0
1162,none,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",tanh,sgd,0.89,24.0,62.0
1163,none,class_weights,1.5,power,0.001,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,44.0,59.0
1164,none,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",relu,adam,0.89,3.0,62.0
1165,none,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",relu,sgd,0.88,9.0,60.0
1166,none,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",relu,lbfgs,0.05,89.0,63.0
1167,none,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",tanh,adam,0.88,5.0,58.0
1168,none,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",tanh,sgd,0.88,17.0,56.0
1169,none,class_weights,1.5,power,0.001,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,44.0,59.0
1170,none,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",relu,adam,0.86,16.0,65.0
1171,none,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",relu,sgd,0.87,32.0,62.0
1172,none,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",relu,lbfgs,0.05,88.0,63.0
1173,none,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",tanh,adam,0.8,16.0,43.0
1174,none,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",tanh,sgd,0.86,40.0,50.0
1175,none,class_weights,1.5,power,0.01,0.001,16,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,44.0,59.0
1176,none,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",relu,adam,0.89,9.0,68.0
1177,none,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",relu,sgd,0.89,16.0,66.0
1178,none,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",relu,lbfgs,0.05,89.0,63.0
1179,none,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",tanh,adam,0.89,11.0,57.0
1180,none,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",tanh,sgd,0.89,20.0,61.0
1181,none,class_weights,1.5,power,0.01,0.001,64,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,44.0,59.0
1182,none,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",relu,adam,0.8300000000000001,2.0,59.0
1183,none,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",relu,sgd,0.88,8.0,66.0
1184,none,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",relu,lbfgs,0.05,90.0,63.0
1185,none,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",tanh,adam,0.89,5.0,51.0
1186,none,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",tanh,sgd,0.88,19.0,61.0
1187,none,class_weights,1.5,power,0.01,0.001,256,"(128, 64, 32)",tanh,lbfgs,0.09999999999999999,43.0,59.0
1188,none,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",relu,adam,0.88,12.0,69.0
1189,none,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",relu,sgd,0.88,31.0,70.0
1190,none,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",relu,lbfgs,0.09,85.0,62.0
1191,none,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",tanh,adam,0.8300000000000001,18.0,65.0
1192,none,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",tanh,sgd,0.85,43.0,69.0
1193,none,class_weights,1.5,power,0.001,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.33,48.0,60.0
1194,none,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",relu,adam,0.89,8.0,64.0
1195,none,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",relu,sgd,0.8400000000000001,18.0,66.0
1196,none,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",relu,lbfgs,0.09,85.0,62.0
1197,none,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",tanh,adam,0.89,10.0,64.0
1198,none,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",tanh,sgd,0.86,24.0,58.0
1199,none,class_weights,1.5,power,0.001,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.33,48.0,60.0
1200,none,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",relu,adam,0.89,3.0,68.0
1201,none,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",relu,sgd,0.88,9.0,60.0
1202,none,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",relu,lbfgs,0.09,84.0,62.0
1203,none,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",tanh,adam,0.88,5.0,58.0
1204,none,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",tanh,sgd,0.88,17.0,56.0
1205,none,class_weights,1.5,power,0.001,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.33,48.0,60.0
1206,none,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",relu,adam,0.89,13.0,62.0
1207,none,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",relu,sgd,0.85,32.0,61.0
1208,none,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",relu,lbfgs,0.09,86.0,62.0
1209,none,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",tanh,adam,0.8400000000000001,17.0,41.0
1210,none,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",tanh,sgd,0.89,40.0,53.0
1211,none,class_weights,1.5,power,0.01,0.01,16,"(128, 64, 32)",tanh,lbfgs,0.33,48.0,60.0
1212,none,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",relu,adam,0.8,5.0,66.0
1213,none,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",relu,sgd,0.89,15.0,72.0
1214,none,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",relu,lbfgs,0.09,83.0,62.0
1215,none,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",tanh,adam,0.88,6.0,51.0
1216,none,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",tanh,sgd,0.89,20.0,63.0
1217,none,class_weights,1.5,power,0.01,0.01,64,"(128, 64, 32)",tanh,lbfgs,0.33,48.0,60.0
1218,none,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",relu,adam,0.89,2.0,65.0
1219,none,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",relu,sgd,0.88,8.0,65.0
1220,none,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",relu,lbfgs,0.09,83.0,62.0
1221,none,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",tanh,adam,0.88,6.0,56.0
1222,none,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",tanh,sgd,0.89,19.0,61.0
1223,none,class_weights,1.5,power,0.01,0.01,256,"(128, 64, 32)",tanh,lbfgs,0.33,48.0,60.0
1224,none,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,adam,0.89,20.0,68.0
1225,none,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.88,72.0,69.0
1226,none,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.04,69.0,59.0
1227,none,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.89,29.0,64.0
1228,none,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.88,72.0,60.0
1229,none,class_weights,1.5,power,0.001,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.060000000000000005,45.0,62.0
1230,none,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,adam,0.89,9.0,61.0
1231,none,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.89,25.0,62.0
1232,none,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.04,63.0,59.0
1233,none,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.86,9.0,67.0
1234,none,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.89,39.0,52.0
1235,none,class_weights,1.5,power,0.001,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.060000000000000005,47.0,62.0
1236,none,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,adam,0.85,3.0,58.0
1237,none,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.89,16.0,59.0
1238,none,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.04,64.0,59.0
1239,none,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.88,7.0,61.0
1240,none,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.89,43.0,58.0
1241,none,class_weights,1.5,power,0.001,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.060000000000000005,46.0,62.0
1242,none,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,adam,0.89,29.0,63.0
1243,none,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,sgd,0.88,76.0,65.0
1244,none,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",relu,lbfgs,0.04,64.0,59.0
1245,none,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,adam,0.8200000000000001,20.0,38.0
1246,none,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,sgd,0.86,82.0,56.0
1247,none,class_weights,1.5,power,0.01,0.001,16,"(256, 128, 64, 32)",tanh,lbfgs,0.060000000000000005,46.0,62.0
1248,none,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,adam,0.89,6.0,54.0
1249,none,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,sgd,0.89,26.0,60.0
1250,none,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",relu,lbfgs,0.04,64.0,59.0
1251,none,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,adam,0.88,14.0,36.0
1252,none,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,sgd,0.8400000000000001,36.0,51.0
1253,none,class_weights,1.5,power,0.01,0.001,64,"(256, 128, 64, 32)",tanh,lbfgs,0.060000000000000005,45.0,62.0
1254,none,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,adam,0.89,4.0,40.0
1255,none,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,sgd,0.89,13.0,51.0
1256,none,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",relu,lbfgs,0.04,64.0,59.0
1257,none,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,adam,0.89,7.0,44.0
1258,none,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,sgd,0.89,26.0,59.0
1259,none,class_weights,1.5,power,0.01,0.001,256,"(256, 128, 64, 32)",tanh,lbfgs,0.060000000000000005,47.0,62.0
1260,none,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,adam,0.89,21.0,73.0
1261,none,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.89,61.0,70.0
1262,none,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.11,73.0,63.0
1263,none,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.88,27.0,54.0
1264,none,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.89,71.0,57.0
1265,none,class_weights,1.5,power,0.001,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.17,42.0,59.0
1266,none,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,adam,0.89,6.0,63.0
1267,none,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.89,27.0,64.0
1268,none,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.11,73.0,63.0
1269,none,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.86,9.0,62.0
1270,none,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.89,38.0,52.0
1271,none,class_weights,1.5,power,0.001,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.17,43.0,59.0
1272,none,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,adam,0.81,3.0,57.0
1273,none,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.89,16.0,59.0
1274,none,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.11,74.0,63.0
1275,none,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.89,8.0,62.0
1276,none,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.89,40.0,59.0
1277,none,class_weights,1.5,power,0.001,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.17,42.0,59.0
1278,none,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,adam,0.89,18.0,53.0
1279,none,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,sgd,0.89,81.0,63.0
1280,none,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",relu,lbfgs,0.11,74.0,63.0
1281,none,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,adam,0.89,26.0,27.0
1282,none,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,sgd,0.86,90.0,62.0
1283,none,class_weights,1.5,power,0.01,0.01,16,"(256, 128, 64, 32)",tanh,lbfgs,0.17,42.0,59.0
1284,none,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,adam,0.89,7.0,63.0
1285,none,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,sgd,0.87,26.0,61.0
1286,none,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",relu,lbfgs,0.11,74.0,63.0
1287,none,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,adam,0.88,23.0,43.0
1288,none,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,sgd,0.88,36.0,50.0
1289,none,class_weights,1.5,power,0.01,0.01,64,"(256, 128, 64, 32)",tanh,lbfgs,0.17,43.0,59.0
1290,none,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,adam,0.89,5.0,54.0
1291,none,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,sgd,0.88,13.0,60.0
1292,none,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",relu,lbfgs,0.11,73.0,63.0
1293,none,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,adam,0.89,7.0,43.0
1294,none,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,sgd,0.89,26.0,59.0
1295,none,class_weights,1.5,power,0.01,0.01,256,"(256, 128, 64, 32)",tanh,lbfgs,0.17,43.0,59.0
1296,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(16, 8)",relu,adam,0.8200000000000001,11.0,71.0
1297,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(16, 8)",relu,sgd,0.73,22.0,64.0
1298,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(16, 8)",relu,lbfgs,0.8200000000000001,4.0,63.0
1299,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(16, 8)",tanh,adam,0.77,6.0,58.0
1300,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(16, 8)",tanh,sgd,0.89,18.0,61.0
1301,wear_torque_air_temp,class_weights,1,power,0.001,0.001,16,"(16, 8)",tanh,lbfgs,0.88,7.0,54.0
1302,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(16, 8)",relu,adam,0.8400000000000001,3.0,64.0
1303,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(16, 8)",relu,sgd,0.8300000000000001,6.0,58.0
1304,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(16, 8)",relu,lbfgs,0.8200000000000001,4.0,63.0
1305,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(16, 8)",tanh,adam,0.89,5.0,59.0
1306,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(16, 8)",tanh,sgd,0.8200000000000001,7.0,51.0
1307,wear_torque_air_temp,class_weights,1,power,0.001,0.001,64,"(16, 8)",tanh,lbfgs,0.88,5.0,54.0
1308,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(16, 8)",relu,adam,0.8300000000000001,2.0,65.0
1309,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(16, 8)",relu,sgd,0.87,3.0,43.0
1310,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(16, 8)",relu,lbfgs,0.8200000000000001,3.0,63.0
1311,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(16, 8)",tanh,adam,0.8300000000000001,2.0,55.0
1312,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(16, 8)",tanh,sgd,0.8,2.0,31.0
1313,wear_torque_air_temp,class_weights,1,power,0.001,0.001,256,"(16, 8)",tanh,lbfgs,0.88,5.0,54.0
1314,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(16, 8)",relu,adam,0.72,4.0,67.0
1315,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(16, 8)",relu,sgd,0.8200000000000001,17.0,75.0
1316,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(16, 8)",relu,lbfgs,0.8200000000000001,3.0,63.0
1317,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(16, 8)",tanh,adam,0.87,6.0,59.0
1318,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(16, 8)",tanh,sgd,0.89,16.0,56.0
1319,wear_torque_air_temp,class_weights,1,power,0.01,0.001,16,"(16, 8)",tanh,lbfgs,0.88,5.0,54.0
1320,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(16, 8)",relu,adam,0.88,2.0,67.0
1321,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(16, 8)",relu,sgd,0.81,5.0,58.0
1322,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(16, 8)",relu,lbfgs,0.8200000000000001,4.0,63.0
1323,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(16, 8)",tanh,adam,0.89,3.0,60.0
1324,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(16, 8)",tanh,sgd,0.88,6.0,64.0
1325,wear_torque_air_temp,class_weights,1,power,0.01,0.001,64,"(16, 8)",tanh,lbfgs,0.88,7.0,54.0
1326,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(16, 8)",relu,adam,0.89,1.0,67.0
1327,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(16, 8)",relu,sgd,0.85,2.0,61.0
1328,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(16, 8)",relu,lbfgs,0.8200000000000001,4.0,63.0
1329,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(16, 8)",tanh,adam,0.89,1.0,62.0
1330,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(16, 8)",tanh,sgd,0.89,3.0,61.0
1331,wear_torque_air_temp,class_weights,1,power,0.01,0.001,256,"(16, 8)",tanh,lbfgs,0.88,7.0,54.0
1332,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(16, 8)",relu,adam,0.79,9.0,68.0
1333,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(16, 8)",relu,sgd,0.79,18.0,62.0
1334,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(16, 8)",relu,lbfgs,0.89,4.0,65.0
1335,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(16, 8)",tanh,adam,0.81,6.0,59.0
1336,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(16, 8)",tanh,sgd,0.8400000000000001,19.0,60.0
1337,wear_torque_air_temp,class_weights,1,power,0.001,0.01,16,"(16, 8)",tanh,lbfgs,0.88,7.0,51.0
1338,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(16, 8)",relu,adam,0.8400000000000001,3.0,64.0
1339,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(16, 8)",relu,sgd,0.8200000000000001,6.0,58.0
1340,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(16, 8)",relu,lbfgs,0.89,4.0,65.0
1341,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(16, 8)",tanh,adam,0.87,4.0,60.0
1342,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(16, 8)",tanh,sgd,0.89,11.0,57.0
1343,wear_torque_air_temp,class_weights,1,power,0.001,0.01,64,"(16, 8)",tanh,lbfgs,0.88,7.0,51.0
1344,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(16, 8)",relu,adam,0.8300000000000001,2.0,66.0
1345,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(16, 8)",relu,sgd,0.81,3.0,50.0
1346,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(16, 8)",relu,lbfgs,0.89,4.0,65.0
1347,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(16, 8)",tanh,adam,0.88,2.0,58.0
1348,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(16, 8)",tanh,sgd,0.8,2.0,31.0
1349,wear_torque_air_temp,class_weights,1,power,0.001,0.01,256,"(16, 8)",tanh,lbfgs,0.88,7.0,51.0
1350,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(16, 8)",relu,adam,0.87,4.0,62.0
1351,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(16, 8)",relu,sgd,0.78,18.0,72.0
1352,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(16, 8)",relu,lbfgs,0.89,4.0,65.0
1353,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(16, 8)",tanh,adam,0.81,10.0,69.0
1354,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(16, 8)",tanh,sgd,0.6900000000000001,20.0,68.0
1355,wear_torque_air_temp,class_weights,1,power,0.01,0.01,16,"(16, 8)",tanh,lbfgs,0.88,7.0,51.0
1356,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(16, 8)",relu,adam,0.87,2.0,63.0
1357,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(16, 8)",relu,sgd,0.81,5.0,58.0
1358,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(16, 8)",relu,lbfgs,0.89,4.0,65.0
1359,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(16, 8)",tanh,adam,0.89,3.0,63.0
1360,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(16, 8)",tanh,sgd,0.89,6.0,62.0
1361,wear_torque_air_temp,class_weights,1,power,0.01,0.01,64,"(16, 8)",tanh,lbfgs,0.88,7.0,51.0
1362,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(16, 8)",relu,adam,0.86,1.0,65.0
1363,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(16, 8)",relu,sgd,0.81,2.0,52.0
1364,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(16, 8)",relu,lbfgs,0.89,3.0,65.0
1365,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(16, 8)",tanh,adam,0.89,1.0,62.0
1366,wear_torque_air_temp,class_weights,1,power,0.01,0.01,256,"(16, 8)",tanh,sgd,0.89,3.0,59.0
